Round,Partition ID,Accuracy,Loss
1,18,0.9433333333333334,4.1645073145627975
1,4,0.9383333333333334,3.7831879034638405
1,14,0.9533333333333334,3.429882526397705
1,13,0.94,3.736603155732155
1,8,0.9416666666666667,4.630557503551245
1,1,0.9433333333333334,3.3463560342788696
1,11,0.945,3.7035843655467033
1,6,0.9416666666666667,3.556381121277809
1,2,0.9383333333333334,4.133317619562149
1,19,0.9533333333333334,3.1306500881910324
1,17,0.9383333333333334,3.7693549506366253
1,16,0.955,3.0594773292541504
1,9,0.94,3.9070698097348213
1,15,0.935,3.9677317440509796
1,7,0.9416666666666667,3.5991265438497066
1,12,0.9416666666666667,3.6521393954753876
1,5,0.93,5.024447798728943
1,10,0.9216666666666666,4.136024937033653
1,0,0.9233333333333333,4.478895630687475
1,3,0.9516666666666667,3.432649217545986
2,16,0.9733333333333334,1.5329099702648818
2,0,0.9533333333333334,2.6945860348641872
2,15,0.9616666666666667,2.4633413394913077
2,3,0.9716666666666667,2.026468069292605
2,13,0.9583333333333334,2.271322939544916
2,11,0.965,2.1932060765102506
2,8,0.9616666666666667,3.037504842504859
2,1,0.9683333333333334,1.9260091502219439
2,7,0.9583333333333334,2.294575084000826
2,4,0.96,2.057364725507796
2,18,0.9583333333333334,2.636546007823199
2,12,0.9716666666666667,2.2352460622787476
2,17,0.9683333333333334,2.165374963544309
2,10,0.96,2.5630480889230967
2,6,0.9683333333333334,1.908293228596449
2,2,0.96,2.7765563372522593
2,14,0.9733333333333334,1.932848110795021
2,19,0.9683333333333334,1.8232278916984797
2,5,0.9533333333333334,3.2005141489207745
2,9,0.965,2.709356375038624
3,2,0.9666666666666667,2.175731764174998
3,3,0.9766666666666667,1.5798148906324059
3,9,0.965,2.3089396154973656
3,1,0.975,1.4065975779667497
3,10,0.9633333333333334,2.1443270817399025
3,15,0.965,1.964673432521522
3,0,0.9666666666666667,2.065367367118597
3,5,0.9633333333333334,2.4987785276025534
3,8,0.97,2.405990564264357
3,4,0.9716666666666667,1.5289398082531989
3,13,0.975,1.7631297810003161
3,16,0.985,0.9596839200239629
3,12,0.975,1.7226302744820714
3,17,0.9733333333333334,1.6225223550572991
3,7,0.9633333333333334,1.77990950550884
3,6,0.9816666666666667,1.3090843772515655
3,11,0.9733333333333334,1.5923437040764838
3,14,0.9816666666666667,1.3814069391228259
3,18,0.9666666666666667,1.9877883796580136
3,19,0.9733333333333334,1.3582683186978102
4,7,0.9666666666666667,1.5366786406375468
4,18,0.9666666666666667,1.650943896616809
4,1,0.9783333333333334,1.18193181254901
4,19,0.9766666666666667,1.1275664260610938
4,3,0.98,1.385939318803139
4,13,0.98,1.5570888873189688
4,17,0.9783333333333334,1.3872616443550214
4,9,0.9716666666666667,2.076968753710389
4,6,0.9866666666666667,1.0471282852813601
4,11,0.975,1.257632412132807
4,8,0.97,2.081366754602641
4,2,0.9683333333333334,1.8454877347685397
4,15,0.9666666666666667,1.7251489704940468
4,0,0.9666666666666667,1.7640046058222651
4,14,0.9833333333333333,1.1515189898200333
4,5,0.97,2.159875340294093
4,4,0.9766666666666667,1.2891483223065734
4,10,0.9666666666666667,1.9548455751501024
4,12,0.9766666666666667,1.4768360706511885
4,16,0.985,0.7305776902940124
5,9,0.975,1.9037085872842
5,0,0.9716666666666667,1.5691360831260681
5,17,0.9816666666666667,1.2471829283749685
5,8,0.975,1.8972068694420159
5,11,0.9833333333333333,1.0341931460425258
5,2,0.9683333333333334,1.6127589005045593
5,10,0.97,1.8472315191756934
5,6,0.9866666666666667,0.918541589519009
5,3,0.98,1.2700167259317823
5,19,0.9783333333333334,0.9793210355564952
5,15,0.97,1.5688604369061068
5,4,0.9766666666666667,1.149018716532737
5,12,0.9783333333333334,1.3386772922240198
5,5,0.9716666666666667,1.9603802394121885
5,16,0.985,0.6291120088426396
5,13,0.9816666666666667,1.4333540899679065
5,7,0.9733333333333334,1.3897594577865675
5,1,0.9783333333333334,1.0703960364917293
5,14,0.9833333333333333,1.0234777571167797
5,18,0.97,1.4431124806869775
6,12,0.9816666666666667,1.2529680262086913
6,9,0.9816666666666667,1.7874913394334726
6,16,0.9866666666666667,0.5601874173735268
6,6,0.9866666666666667,0.84413223748561
6,11,0.9866666666666667,0.8748985599377193
6,2,0.9666666666666667,1.429081306559965
6,15,0.9733333333333334,1.447439168463461
6,3,0.9816666666666667,1.192563984543085
6,5,0.9716666666666667,1.8183037226554006
6,1,0.9816666666666667,1.0143278702162206
6,14,0.985,0.943535923899617
6,19,0.9866666666666667,0.8743960214778781
6,7,0.9783333333333334,1.288900367449969
6,17,0.9866666666666667,1.1655046783853322
6,8,0.9766666666666667,1.781407072674483
6,4,0.9783333333333334,1.0607212095637806
6,0,0.97,1.4369224277324975
6,18,0.9716666666666667,1.2905358070274815
6,13,0.9833333333333333,1.3555913465097547
6,10,0.97,1.7632352309301496
7,12,0.9833333333333333,1.1927455463446677
7,18,0.9766666666666667,1.1677595000364818
7,11,0.9866666666666667,0.761061733646784
7,3,0.98,1.1375765043776482
7,19,0.9883333333333333,0.8009629470761865
7,6,0.9866666666666667,0.7912094086641446
7,0,0.9733333333333334,1.3336456392426044
7,5,0.9733333333333334,1.7223421599483117
7,17,0.9866666666666667,1.1203989734640345
7,10,0.97,1.7000978015130386
7,14,0.985,0.8996120104275178
7,1,0.9833333333333333,0.981778989022132
7,8,0.9766666666666667,1.7005308787338436
7,7,0.9783333333333334,1.2130637440714054
7,13,0.9833333333333333,1.3202133369632065
7,9,0.9816666666666667,1.7040607579110656
7,4,0.985,1.0021012688521296
7,16,0.9866666666666667,0.5064744073315524
7,15,0.975,1.3612098697922193
7,2,0.9666666666666667,1.274292669026181
8,8,0.9766666666666667,1.6514153950847685
8,2,0.97,1.1508024339564145
8,14,0.985,0.8657847833528649
8,17,0.9866666666666667,1.0868419502512552
8,7,0.98,1.152230036968831
8,4,0.985,0.9568280076782685
8,5,0.9733333333333334,1.6486333989305422
8,10,0.97,1.6422695370856673
8,11,0.9883333333333333,0.6749425720772706
8,13,0.9833333333333333,1.3028901580255479
8,6,0.9866666666666667,0.7552885924233124
8,9,0.9816666666666667,1.6535117790626828
8,16,0.9883333333333333,0.4729091679910198
8,1,0.985,0.9566483378876001
8,0,0.975,1.2504968707216904
8,19,0.9883333333333333,0.7459313583094627
8,15,0.9766666666666667,1.2862362984742504
8,3,0.98,1.1020035372930579
8,12,0.9833333333333333,1.1511786136543378
8,18,0.9833333333333333,1.0702611103188246
9,1,0.985,0.9374129689531401
9,14,0.985,0.8404768506006803
9,15,0.9766666666666667,1.2248727102414705
9,0,0.9766666666666667,1.1817821345757693
9,2,0.9733333333333334,1.0560196351725608
9,13,0.9833333333333333,1.28529652452562
9,18,0.985,0.9991844265605323
9,3,0.9816666666666667,1.0751230799069162
9,9,0.9816666666666667,1.6210503411566606
