Round,Partition ID,Accuracy,Loss
1,1,0.9573863636363636,5.159590438008308
1,4,0.9239482200647249,6.515538051724434
1,11,0.777027027027027,8.975214838981628
1,7,0.5605187319884726,32.36145341396332
1,8,0.7591549295774648,20.75571809709072
1,5,0.9335219236209336,8.118801072239876
1,15,0.7867435158501441,6.594155371189117
1,19,0.8383233532934131,3.578113704919815
1,12,0.5687645687645687,26.880671322345734
1,13,0.8068535825545171,13.788499176502228
1,18,0.6722488038277512,22.238442182540894
1,2,0.6302521008403361,16.98087239265442
1,16,0.6708074534161491,17.10060128569603
1,14,0.7793880837359098,12.79330089688301
1,3,0.574468085106383,36.93232817016542
1,9,0.5807453416149069,17.87213110923767
1,17,0.3314285714285714,27.52163577079773
1,10,0.9249329758713136,8.992878317832947
1,0,0.8309352517985612,13.773239567875862
1,6,0.7049941927990708,19.95875921845436
2,4,0.9579288025889967,2.8553579412400723
2,16,0.8074534161490683,7.92696250975132
2,3,0.6978723404255319,20.200099646506715
2,5,0.942008486562942,4.11531088501215
2,6,0.9036004645760743,6.893149085342884
2,7,0.7579250720461095,15.923449695110321
2,13,0.8925233644859814,6.6153165474534035
2,19,0.9161676646706587,1.4231148287653923
2,15,0.9077809798270894,2.5887688025832176
2,8,0.8323943661971831,9.45997406821698
2,1,0.9573863636363636,2.9921054132282734
2,18,0.8755980861244019,8.584462434053421
2,9,0.7080745341614907,10.719512939453125
2,0,0.9436450839328537,4.827861218713224
2,12,0.8857808857808858,8.780125848948956
2,14,0.927536231884058,4.0557908192276955
2,2,0.7394957983193278,8.393263757228851
2,17,0.5314285714285715,14.85163402557373
2,11,0.9121621621621622,3.2968492060899734
2,10,0.9544235924932976,3.9596001394093037
3,9,0.8229813664596274,6.863497078418732
3,11,0.9436936936936937,2.149595446884632
3,13,0.9392523364485982,4.189360799267888
3,14,0.9533011272141707,2.6069405116140842
3,18,0.9198564593301436,5.63934363424778
3,17,0.78,8.143912315368652
3,8,0.9267605633802817,4.760671730618924
3,6,0.9291521486643438,4.7694133669137955
3,7,0.8544668587896254,9.186276152729988
3,5,0.9603960396039604,2.8956864569336176
3,0,0.9568345323741008,3.3233740541618317
3,15,0.9423631123919308,1.5130630806088448
3,19,0.9341317365269461,0.9078772068023682
3,2,0.8543417366946778,4.251919060945511
3,3,0.8368794326241135,11.098560124623873
3,4,0.9741100323624595,2.268438797444105
3,1,0.9673295454545454,2.4331036526709795
3,16,0.8881987577639752,4.3678437396883965
3,10,0.967828418230563,3.050168829970062
3,12,0.9254079254079254,5.691749148070812
4,15,0.962536023054755,1.0190744008868933
4,10,0.9705093833780161,2.6376753239892423
4,19,0.9520958083832335,0.662349940277636
4,1,0.9730113636363636,2.08076427038759
4,9,0.8944099378881988,5.344433099031448
4,6,0.9442508710801394,3.9594889041036367
4,3,0.8836879432624114,7.613975733517009
4,11,0.9594594594594594,1.705050464719534
4,7,0.9077809798270894,6.584036104381084
4,5,0.9717114568599717,2.310988654382527
4,0,0.9712230215827338,2.6246468781027943
4,16,0.9420289855072463,3.1124952351674438
4,17,0.8542857142857143,5.71287214756012
4,4,0.9741100323624595,1.9920852608047426
4,13,0.9501557632398754,3.2265715333633125
4,14,0.961352657004831,1.965138902887702
4,18,0.9342105263157895,4.436696069315076
4,12,0.9417249417249417,4.537790883332491
4,8,0.9436619718309859,3.0984612830216065
4,2,0.9103641456582633,2.8163580372929573
5,17,0.8771428571428571,4.484193421900272
5,10,0.967828418230563,2.3720132769085467
5,19,0.9580838323353293,0.5033069355413318
5,9,0.9099378881987578,4.5045633018016815
5,18,0.9425837320574163,3.7451845724135637
5,16,0.9503105590062112,2.54220109898597
5,13,0.9595015576323987,2.6824560835957527
5,12,0.9498834498834499,3.7930512856692076
5,6,0.9523809523809523,3.429174952208996
5,8,0.9605633802816902,2.2855335494386964
5,4,0.9757281553398058,1.820009693969041
5,11,0.9752252252252253,1.4355319933965802
5,0,0.9724220623501199,2.238638569484465
5,3,0.9078014184397163,5.815439667552255
5,7,0.9337175792507204,5.236870631575584
5,2,0.9327731092436975,2.1424853140488267
5,15,0.9769452449567724,0.7787569500505924
5,1,0.9772727272727273,1.8758491091430187
5,5,0.9759547383309759,1.988402843941003
5,14,0.9694041867954911,1.606381542980671
6,7,0.9380403458213257,4.423447340726852
6,2,0.9467787114845938,1.7478142268955708
6,18,0.9485645933014354,3.266942215152085
6,4,0.9757281553398058,1.6901919373776764
6,16,0.9585921325051759,2.2326594395563006
6,10,0.9718498659517426,2.195545523893088
6,9,0.9316770186335404,3.9237461909651756
6,13,0.9688473520249221,2.32518707215786
6,15,0.9827089337175793,0.6626086565665901
6,0,0.9724220623501199,2.00488222198328
6,11,0.9774774774774775,1.2499397657811642
6,8,0.971830985915493,1.7937028485466726
6,17,0.8971428571428571,3.7261941581964493
6,6,0.959349593495935,2.999324604868889
6,12,0.9568764568764568,3.246485808864236
6,19,0.9760479041916168,0.4017261390108615
6,1,0.9786931818181818,1.7524203648790717
6,5,0.9759547383309759,1.787590331863612
6,14,0.9742351046698873,1.3984509333968163
6,3,0.9177304964539007,4.69240599125601
7,9,0.9409937888198758,3.5496078953146935
7,3,0.9276595744680851,4.0453710891304695
7,16,0.9627329192546584,2.070063894148916
7,1,0.9772727272727273,1.6637260494753718
7,0,0.9760191846522782,1.833182728558313
7,13,0.9735202492211839,2.1099861145485193
7,17,0.9114285714285715,3.2818131428211927
7,14,0.9758454106280193,1.2422657366842031
7,2,0.9607843137254902,1.5287173681426793
7,7,0.9423631123919308,3.941928159445524
7,5,0.9787835926449788,1.6541203511878848
7,4,0.9757281553398058,1.5872000108938664
7,19,0.9820359281437125,0.3326506339944899
7,18,0.9593301435406698,2.95003664214164
7,6,0.9628339140534262,2.7045021196827292
7,10,0.9745308310991957,2.0736163881374523
7,8,0.976056338028169,1.5002320401545148
7,11,0.9774774774774775,1.1340071205049753
7,15,0.9827089337175793,0.5935805274639279
7,12,0.965034965034965,2.8924087835475802
8,10,0.9718498659517426,1.9938130168011412
8,11,0.9797297297297297,1.0462170410901308
8,5,0.9801980198019802,1.5841905907727778
8,17,0.9142857142857143,2.94206914678216
8,8,0.9774647887323944,1.2837254416954238
8,1,0.9786931818181818,1.6063513897825032
8,18,0.9617224880382775,2.7206882908940315
8,3,0.9432624113475178,3.5678327493367874
8,13,0.9750778816199377,1.9473158422624692
8,9,0.9596273291925466,3.2554032430052757
8,0,0.9760191846522782,1.7006394430354703
8,15,0.9855907780979827,0.5451329774223268
8,19,0.9880239520958084,0.2867847442976199
8,14,0.9774557165861514,1.0926807299256325
8,16,0.9668737060041408,1.9671918177045882
8,12,0.9731934731934732,2.609762215986848
8,4,0.9789644012944984,1.496405841782689
8,2,0.9635854341736695,1.3688883750583045
8,7,0.952449567723343,3.567672871053219
8,6,0.9663182346109176,2.4554328862577677
9,1,0.9786931818181818,1.5573727353475988
9,4,0.9805825242718447,1.415282275294885
9,19,0.9880239520958084,0.255290316126775
9,7,0.9553314121037464,3.343144528567791
9,17,0.9228571428571428,2.73805917147547
9,10,0.9731903485254692,1.9274471448734403
9,3,0.948936170212766,3.2924636369569953
9,2,0.9663865546218487,1.2779977699974552
9,12,0.9731934731934732,2.394682602956891
9,16,0.9668737060041408,1.9099950990639627
9,11,0.9819819819819819,0.9873889400623739
9,18,0.9641148325358851,2.5449693892151117
9,9,0.9658385093167702,3.067008949816227
9,8,0.9830985915492958,1.1428369691420812
9,5,0.9816124469589816,1.5344939118949696
9,14,0.9806763285024155,0.9776321440003812
9,6,0.967479674796748,2.263120311079547
9,13,0.9781931464174455,1.8386744542513043
9,0,0.9808153477218226,1.6038041520077968
9,15,0.9855907780979827,0.5198542731814086
10,13,0.9781931464174455,1.7363051507854834
10,6,0.9721254355400697,2.1160028418526053
10,8,0.9830985915492958,1.029658827901585
10,18,0.9665071770334929,2.412633830215782
10,10,0.9731903485254692,1.8720659357495606
10,0,0.9820143884892086,1.5458305308929994
10,9,0.968944099378882,2.8658746406435966
